customer_id,date_of_birth,current_address,number_of_dependents,annual_income,employment_status,time_at_current_job_months,marital_status,education_level,time_at_current_address_months,account_id,account_type,credit_limit,current_balance,date_opened,date_closed,payment_history_status,total_payments_made,months_since_last_delinquency,is_defaulted,bureau_score_at_opening,bankruptcies,public_records
6296454,1975-06-20,"2015 Serrano Springs
East Meganberg, MT 58301",3,51497.16,Employed,51,Married,Master,169,6330661.0,Mortgage,21775.99,4847.51,2024-07-21,2023-10-25,On Time,56.0,41.0,False,694.0,2.0,0.0
7968608,2002-05-26,"457 Robert Valleys Apt. 474
East Sherry, NE 80295",0,57215.1,Unemployed,208,Married,PhD,158,7942980.0,Mortgage,6904.79,5031.24,2019-10-29,2023-01-15,30-60 Days Late,84.0,16.0,False,535.0,1.0,1.0
7968608,2002-05-26,"457 Robert Valleys Apt. 474
East Sherry, NE 80295",0,57215.1,Unemployed,208,Married,PhD,158,12277386.0,Mortgage,6895.89,5031.03,2021-03-05,2023-01-01,30-60 Days Late,126.0,2.0,True,515.0,1.0,1.0
7968608,2002-05-26,"457 Robert Valleys Apt. 474
East Sherry, NE 80295",0,57215.1,Unemployed,208,Married,PhD,158,11160085.0,Mortgage,6852.32,5031.05,2019-06-02,2023-02-04,30-60 Days Late,124.0,1.0,True,517.0,1.0,1.0
7968608,2002-05-26,"457 Robert Valleys Apt. 474
East Sherry, NE 80295",0,57215.1,Unemployed,208,Married,PhD,158,10035792.0,Credit Card,16065.94,5031.12,2023-06-07,2022-12-21,30-60 Days Late,224.0,29.0,True,511.0,1.0,0.0
13974485,1969-01-27,"154 Cameron Gateway
New Elizabethstad, NJ 82572",3,54011.03,Unemployed,72,Single,High School,59,14887035.0,Personal Loan,21572.27,4898.89,2021-06-17,2024-06-25,30-60 Days Late,216.0,23.0,False,679.0,1.0,0.0
13974485,1969-01-27,"154 Cameron Gateway
New Elizabethstad, NJ 82572",3,54011.03,Unemployed,72,Single,High School,59,13958722.0,Credit Card,22211.13,4898.8,2021-05-29,2023-07-04,30-60 Days Late,189.0,24.0,False,652.0,0.0,0.0
13974485,1969-01-27,"154 Cameron Gateway
New Elizabethstad, NJ 82572",3,54011.03,Unemployed,72,Single,High School,59,161551.0,Credit Card,21237.46,4898.83,2021-07-22,2023-03-08,30-60 Days Late,283.0,19.0,False,701.0,0.0,0.0
13974485,1969-01-27,"154 Cameron Gateway
New Elizabethstad, NJ 82572",3,54011.03,Unemployed,72,Single,High School,59,11801489.0,Personal Loan,22816.14,4898.81,2021-03-16,2024-06-18,60-90 Days Late,82.0,25.0,False,539.0,0.0,1.0
5128743,2006-08-17,"9720 Garrett Shores
West Danielle, MA 08936",4,31705.02,Self-Employed,60,Married,Master,123,6397610.0,Personal Loan,22963.54,4524.3,2024-09-30,2024-01-03,On Time,208.0,3.0,False,632.0,2.0,0.0
11215973,1989-09-27,"291 Debbie Parkways Apt. 273
New Gabriel, IN 70753",4,86674.32,Unemployed,37,Married,Master,13,14485047.0,Personal Loan,19102.15,4384.68,2022-10-07,2024-08-15,30-60 Days Late,21.0,8.0,True,617.0,1.0,0.0
11215973,1989-09-27,"291 Debbie Parkways Apt. 273
New Gabriel, IN 70753",4,86674.32,Unemployed,37,Married,Master,13,7557170.0,Mortgage,17784.44,4384.71,2022-01-09,2024-06-10,60-90 Days Late,96.0,17.0,True,656.0,1.0,0.0
5815178,1965-11-22,"6799 Shaffer Creek
South Robertmouth, NH 66845",0,55832.61,Unemployed,132,Single,High School,26,,,,,,,,,,,,,
2501576,1993-02-01,"43295 Henderson Lock Suite 399
South Elizabeth, RI 05530",4,47606.95,Self-Employed,215,Single,High School,60,14250616.0,Personal Loan,22878.76,5151.86,2019-11-01,,60-90 Days Late,221.0,15.0,True,654.0,0.0,1.0
2501576,1993-02-01,"43295 Henderson Lock Suite 399
South Elizabeth, RI 05530",4,47606.95,Self-Employed,215,Single,High School,60,12402768.0,Credit Card,26535.93,5151.84,2020-10-25,2024-07-21,30-60 Days Late,189.0,23.0,True,364.0,0.0,1.0
2501576,1993-02-01,"43295 Henderson Lock Suite 399
South Elizabeth, RI 05530",4,47606.95,Self-Employed,215,Single,High School,60,243952.0,Credit Card,23844.97,5152.15,2021-02-10,2025-09-02,60-90 Days Late,224.0,25.0,True,306.0,0.0,1.0
2501576,1993-02-01,"43295 Henderson Lock Suite 399
South Elizabeth, RI 05530",4,47606.95,Self-Employed,215,Single,High School,60,15493013.0,Mortgage,25649.72,5151.46,2018-10-09,2022-08-02,On Time,167.0,9.0,True,499.0,0.0,0.0
2501576,1993-02-01,"43295 Henderson Lock Suite 399
South Elizabeth, RI 05530",4,47606.95,Self-Employed,215,Single,High School,60,14006286.0,Personal Loan,25180.42,5151.51,2017-12-31,2023-04-22,30-60 Days Late,146.0,16.0,True,574.0,1.0,1.0
4478569,1967-09-10,"PSC 3672, Box 0586
APO AA 37178",3,40853.48,Unemployed,159,Divorced,Master,35,11743638.0,Personal Loan,16534.88,5857.85,2021-12-07,2023-06-25,On Time,299.0,59.0,True,849.0,1.0,1.0
1330027,1990-02-13,"0017 Jose Viaduct Suite 730
Port Sonyaport, OK 84020",1,32111.53,Self-Employed,150,Married,PhD,175,12932291.0,Auto Loan,4535.63,4481.35,2018-05-24,2022-06-16,30-60 Days Late,221.0,30.0,True,413.0,0.0,1.0
12773260,2001-11-17,"02805 Richard Branch
New Jessicastad, TN 68334",3,31630.75,Self-Employed,74,Married,Master,124,1044033.0,Mortgage,10531.49,7486.3,2025-09-13,2023-01-11,30-60 Days Late,84.0,33.0,True,541.0,0.0,1.0
12773260,2001-11-17,"02805 Richard Branch
New Jessicastad, TN 68334",3,31630.75,Self-Employed,74,Married,Master,124,14621385.0,Credit Card,8222.98,7486.76,2024-08-31,2022-08-17,30-60 Days Late,92.0,50.0,True,300.0,0.0,1.0
12773260,2001-11-17,"02805 Richard Branch
New Jessicastad, TN 68334",3,31630.75,Self-Employed,74,Married,Master,124,375089.0,Mortgage,7213.87,7486.23,2024-10-09,2022-06-10,30-60 Days Late,81.0,45.0,True,300.0,0.0,1.0
12773260,2001-11-17,"02805 Richard Branch
New Jessicastad, TN 68334",3,31630.75,Self-Employed,74,Married,Master,124,5523957.0,Auto Loan,8566.67,7488.24,2025-09-13,2022-10-26,30-60 Days Late,226.0,46.0,True,586.0,0.0,1.0
12773260,2001-11-17,"02805 Richard Branch
New Jessicastad, TN 68334",3,31630.75,Self-Employed,74,Married,Master,124,8202148.0,Auto Loan,10218.58,7487.23,2024-12-10,2023-04-07,30-60 Days Late,201.0,41.0,True,542.0,0.0,1.0
12980262,1955-05-19,"4609 White Hills Apt. 354
Carlshire, MS 33613",1,70689.66,Unemployed,227,Married,PhD,103,5843782.0,Credit Card,18857.1,5590.75,2023-09-05,2025-04-20,60-90 Days Late,54.0,34.0,True,502.0,2.0,1.0
12980262,1955-05-19,"4609 White Hills Apt. 354
Carlshire, MS 33613",1,70689.66,Unemployed,227,Married,PhD,103,10871053.0,Credit Card,14947.19,5590.89,2023-12-21,2025-03-26,30-60 Days Late,78.0,45.0,True,584.0,2.0,1.0
14905763,1997-07-01,"2532 Stark Haven Suite 396
Roblesmouth, NV 84166",0,42837.67,Self-Employed,145,Divorced,Bachelor,16,,,,,,,,,,,,,
7229468,1976-03-03,"42046 Andrew Expressway
South Adambury, PA 07221",1,33452.65,Self-Employed,52,Single,High School,114,1743911.0,Mortgage,15007.46,5383.18,2020-06-30,,30-60 Days Late,112.0,19.0,True,660.0,2.0,0.0
14059718,1976-10-23,"8804 Travis Port Apt. 617
Port Michelle, MD 25716",0,55382.78,Self-Employed,59,Married,Master,123,13843172.0,Mortgage,13383.91,4388.06,2025-06-07,2022-04-20,On Time,173.0,59.0,False,685.0,0.0,0.0
16613786,1991-10-13,"9006 Danny River Apt. 164
Michaelstad, OR 30011",1,80101.13,Self-Employed,224,Married,High School,150,2561252.0,Auto Loan,19962.12,5130.68,2021-01-08,2021-12-28,On Time,91.0,14.0,False,380.0,0.0,1.0
11442313,2005-05-27,"681 Fletcher Groves Apt. 491
Staffordbury, NE 23673",3,50153.86,Unemployed,66,Married,Bachelor,67,3348320.0,Credit Card,8439.87,1594.13,2021-08-11,2025-04-18,30-60 Days Late,207.0,59.0,False,300.0,1.0,0.0
11442313,2005-05-27,"681 Fletcher Groves Apt. 491
Staffordbury, NE 23673",3,50153.86,Unemployed,66,Married,Bachelor,67,3455844.0,Credit Card,9981.6,1594.14,2015-09-21,2025-04-18,60-90 Days Late,207.0,50.0,False,431.0,2.0,0.0
7694970,1969-10-10,"417 Christina Estates
Williamsville, WI 99753",0,62661.26,Self-Employed,81,Married,Master,154,9752165.0,Credit Card,13256.5,2527.14,2019-03-03,2021-11-07,60-90 Days Late,35.0,16.0,True,623.0,1.0,0.0
7694970,1969-10-10,"417 Christina Estates
Williamsville, WI 99753",0,62661.26,Self-Employed,81,Married,Master,154,777780.0,Auto Loan,9945.35,2527.19,2019-09-23,2022-05-24,60-90 Days Late,41.0,14.0,True,598.0,0.0,0.0
7694970,1969-10-10,"417 Christina Estates
Williamsville, WI 99753",0,62661.26,Self-Employed,81,Married,Master,154,6398922.0,Auto Loan,9010.02,2527.53,2018-06-09,,60-90 Days Late,21.0,13.0,True,606.0,0.0,0.0
7694970,1969-10-10,"417 Christina Estates
Williamsville, WI 99753",0,62661.26,Self-Employed,81,Married,Master,154,13822056.0,Credit Card,16414.08,2527.06,2021-02-06,,On Time,148.0,15.0,True,522.0,0.0,1.0
3960774,1979-09-21,"76491 Brent Ridge
Marystad, AL 60944",2,44039.58,Unemployed,199,Single,Master,163,1124200.0,Credit Card,13604.0,4253.55,2025-06-08,2021-05-29,On Time,200.0,39.0,False,593.0,2.0,0.0
3960774,1979-09-21,"76491 Brent Ridge
Marystad, AL 60944",2,44039.58,Unemployed,199,Single,Master,163,1740782.0,Personal Loan,14227.15,4253.58,2025-01-09,2021-09-24,On Time,196.0,33.0,False,509.0,2.0,0.0
2696356,1984-01-13,"74823 Suarez Spring
Lake Kelly, OK 97909",2,61530.5,Unemployed,53,Divorced,High School,122,3631436.0,Mortgage,22095.74,3755.16,2025-09-13,2022-10-13,On Time,132.0,36.0,False,696.0,1.0,0.0
2696356,1984-01-13,"74823 Suarez Spring
Lake Kelly, OK 97909",2,61530.5,Unemployed,53,Divorced,High School,122,15127862.0,Mortgage,22122.16,3755.15,2023-09-01,2023-01-12,On Time,111.0,42.0,False,641.0,1.0,0.0
10017643,1988-09-05,"98721 Thompson Spurs
North Joseph, DE 95424",2,64659.39,Self-Employed,97,Divorced,Bachelor,78,13188219.0,Mortgage,13431.47,4665.62,2020-02-19,2024-02-07,30-60 Days Late,127.0,40.0,False,776.0,2.0,0.0
898474,1994-08-04,"5632 Collins Via
New Nathanmouth, WI 38884",1,82836.95,Self-Employed,224,Single,Master,107,3267596.0,Mortgage,14655.17,3214.95,2021-11-03,2025-09-16,60-90 Days Late,173.0,21.0,True,641.0,0.0,0.0
8108341,1967-07-17,"8544 Baker Manor Suite 283
Sullivanburgh, PR 88041",0,33294.43,Self-Employed,88,Married,High School,165,209206.0,Mortgage,13392.6,3115.52,2017-07-09,2023-02-15,30-60 Days Late,290.0,32.0,True,421.0,2.0,0.0
3441124,1973-12-28,"164 Kevin Ranch Apt. 578
South James, VI 95958",0,39713.48,Employed,176,Single,PhD,108,1006263.0,Personal Loan,16502.92,1090.95,2021-02-17,2022-01-02,30-60 Days Late,91.0,18.0,True,424.0,1.0,0.0
3441124,1973-12-28,"164 Kevin Ranch Apt. 578
South James, VI 95958",0,39713.48,Employed,176,Single,PhD,108,12582718.0,Auto Loan,16891.85,1090.98,2021-06-26,2022-05-07,60-90 Days Late,61.0,16.0,True,436.0,1.0,0.0
9898981,1978-06-17,"36443 Castro Meadows
Susanfurt, ME 97131",1,48414.31,Self-Employed,233,Married,PhD,98,16638992.0,Credit Card,17270.08,2298.72,2025-01-28,2024-07-09,60-90 Days Late,186.0,41.0,True,753.0,1.0,1.0
9898981,1978-06-17,"36443 Castro Meadows
Susanfurt, ME 97131",1,48414.31,Self-Employed,233,Married,PhD,98,1810371.0,Credit Card,21923.72,2298.62,2024-12-31,2025-01-15,60-90 Days Late,199.0,47.0,True,768.0,1.0,1.0
9898981,1978-06-17,"36443 Castro Meadows
Susanfurt, ME 97131",1,48414.31,Self-Employed,233,Married,PhD,98,1064067.0,Credit Card,23163.59,2298.57,2025-01-23,2025-03-25,60-90 Days Late,170.0,49.0,True,755.0,1.0,1.0
12887061,2006-12-30,"7530 Maria Meadows
Harrellport, WI 43232",3,66148.86,Unemployed,63,Married,Bachelor,15,15942528.0,Personal Loan,20260.45,4855.43,2023-06-10,2024-11-13,30-60 Days Late,242.0,35.0,False,667.0,2.0,1.0
4381056,1992-01-29,"USS Williams
FPO AE 08074",4,46989.0,Employed,145,Divorced,Bachelor,170,333169.0,Credit Card,16625.21,3174.02,2020-09-16,2024-05-18,60-90 Days Late,88.0,10.0,True,300.0,1.0,1.0
4381056,1992-01-29,"USS Williams
FPO AE 08074",4,46989.0,Employed,145,Divorced,Bachelor,170,7697273.0,Credit Card,12876.33,3174.08,2020-06-25,2024-07-06,60-90 Days Late,137.0,15.0,True,300.0,1.0,1.0
4381056,1992-01-29,"USS Williams
FPO AE 08074",4,46989.0,Employed,145,Divorced,Bachelor,170,8221210.0,Personal Loan,15566.77,3174.35,2020-04-04,,60-90 Days Late,154.0,11.0,True,300.0,1.0,1.0
11149784,1958-10-28,"441 James Locks
New Sarah, NE 90249",1,75752.97,Employed,225,Married,Bachelor,130,12560574.0,Mortgage,16049.66,3896.02,2021-10-26,2023-11-26,30-60 Days Late,60.0,30.0,False,705.0,0.0,1.0
4436608,1978-01-16,"72797 Laura Heights Suite 953
North Denise, KY 17175",1,53752.0,Unemployed,179,Single,PhD,167,,,,,,,,,,,,,
13559434,1990-11-26,"83385 Kristi Square Suite 290
Waltersmouth, MI 05671",2,47862.41,Employed,218,Married,Master,159,8140611.0,Credit Card,20057.55,6778.67,2019-06-04,,30-60 Days Late,180.0,19.0,False,578.0,1.0,0.0
13559434,1990-11-26,"83385 Kristi Square Suite 290
Waltersmouth, MI 05671",2,47862.41,Employed,218,Married,Master,159,7651272.0,Personal Loan,17705.12,6778.63,2020-05-01,2021-12-22,60-90 Days Late,189.0,21.0,False,561.0,1.0,0.0
13559434,1990-11-26,"83385 Kristi Square Suite 290
Waltersmouth, MI 05671",2,47862.41,Employed,218,Married,Master,159,3244355.0,Personal Loan,20035.57,6778.63,2019-02-26,,30-60 Days Late,230.0,27.0,False,445.0,1.0,1.0
12381086,1995-01-24,"2385 Susan Glens
Nicholaschester, NE 57775",2,45721.44,Unemployed,200,Divorced,Master,46,4231329.0,Mortgage,18750.57,3251.77,2023-04-21,2025-01-03,30-60 Days Late,54.0,28.0,False,818.0,1.0,0.0
12381086,1995-01-24,"2385 Susan Glens
Nicholaschester, NE 57775",2,45721.44,Unemployed,200,Divorced,Master,46,5667819.0,Mortgage,14518.8,3251.75,2022-03-24,2024-05-19,On Time,177.0,26.0,True,789.0,1.0,0.0
12766477,2005-04-09,"908 Michael River
South Kristaland, WA 79717",3,575.21,Unemployed,114,Single,High School,169,8609253.0,Mortgage,10493.63,5713.54,2024-08-06,2022-04-25,On Time,67.0,42.0,False,706.0,2.0,0.0
12766477,2005-04-09,"908 Michael River
South Kristaland, WA 79717",3,575.21,Unemployed,114,Single,High School,169,13151650.0,Credit Card,17373.62,5713.55,2023-09-09,2022-05-10,On Time,48.0,9.0,False,635.0,0.0,1.0
12766477,2005-04-09,"908 Michael River
South Kristaland, WA 79717",3,575.21,Unemployed,114,Single,High School,169,9514521.0,Mortgage,22243.28,5713.55,2024-11-18,2022-04-21,On Time,34.0,35.0,False,709.0,0.0,1.0
12766477,2005-04-09,"908 Michael River
South Kristaland, WA 79717",3,575.21,Unemployed,114,Single,High School,169,2337532.0,Auto Loan,18125.92,5713.54,2018-11-07,2023-09-29,On Time,50.0,9.0,True,533.0,2.0,0.0
6890676,1997-12-17,"48489 Amanda Highway Apt. 699
West Michellemouth, AR 45058",2,48476.38,Unemployed,88,Single,PhD,169,4872175.0,Credit Card,17129.12,3621.35,2021-04-02,2024-01-20,30-60 Days Late,238.0,48.0,False,699.0,1.0,0.0
9748164,2006-04-21,"120 Cunningham Keys Suite 665
Port Stevenland, NC 31244",3,58757.33,Employed,160,Single,High School,26,911611.0,Personal Loan,13527.19,5243.41,2016-11-16,,On Time,209.0,13.0,False,532.0,2.0,1.0
9748164,2006-04-21,"120 Cunningham Keys Suite 665
Port Stevenland, NC 31244",3,58757.33,Employed,160,Single,High School,26,12653173.0,Personal Loan,13834.1,5243.39,2019-01-22,2023-06-15,On Time,201.0,26.0,False,597.0,2.0,1.0
9748164,2006-04-21,"120 Cunningham Keys Suite 665
Port Stevenland, NC 31244",3,58757.33,Employed,160,Single,High School,26,3964260.0,Mortgage,13082.42,5243.39,2016-05-12,,On Time,226.0,35.0,False,483.0,2.0,1.0
9748164,2006-04-21,"120 Cunningham Keys Suite 665
Port Stevenland, NC 31244",3,58757.33,Employed,160,Single,High School,26,11245982.0,Credit Card,16477.73,5243.45,2023-05-14,,On Time,184.0,35.0,False,770.0,2.0,1.0
4021518,2006-04-08,"713 Angela Walks Apt. 434
Robinsonport, CO 91572",2,78462.65,Unemployed,73,Married,High School,105,10654960.0,Personal Loan,17144.5,4950.55,2023-09-01,,On Time,196.0,28.0,False,350.0,0.0,0.0
15924665,1972-02-29,"USCGC Walsh
FPO AA 29607",3,28030.28,Self-Employed,202,Divorced,Bachelor,165,7390134.0,Mortgage,23513.6,2069.57,2019-02-28,2023-12-14,30-60 Days Late,63.0,19.0,True,505.0,1.0,0.0
15924665,1972-02-29,"USCGC Walsh
FPO AA 29607",3,28030.28,Self-Employed,202,Divorced,Bachelor,165,12764649.0,Mortgage,18989.97,2069.54,2019-11-24,2023-10-01,30-60 Days Late,132.0,23.0,True,477.0,1.0,1.0
16723524,1993-03-29,"6094 Joseph Forest Apt. 616
North Karen, OK 22049",1,56802.91,Unemployed,76,Single,PhD,56,8831204.0,Personal Loan,10558.79,3631.83,2023-06-04,2024-12-18,30-60 Days Late,299.0,49.0,False,849.0,2.0,0.0
16723524,1993-03-29,"6094 Joseph Forest Apt. 616
North Karen, OK 22049",1,56802.91,Unemployed,76,Single,PhD,56,626464.0,Personal Loan,10182.52,3631.77,2024-02-15,,30-60 Days Late,213.0,51.0,False,835.0,2.0,0.0
15951012,1993-08-28,"67849 Alex Knoll Apt. 519
Port Jamesville, MS 58786",2,65026.19,Employed,31,Single,High School,20,1565176.0,Personal Loan,5271.58,3686.17,2024-02-01,,60-90 Days Late,97.0,30.0,True,489.0,1.0,1.0
12696998,1959-09-23,"75668 Terri Prairie Suite 860
New Jaredstad, OH 22812",1,68074.03,Self-Employed,61,Single,PhD,22,5191634.0,Auto Loan,9309.64,619.75,2020-12-18,,30-60 Days Late,127.0,47.0,True,562.0,1.0,0.0
12696998,1959-09-23,"75668 Terri Prairie Suite 860
New Jaredstad, OH 22812",1,68074.03,Self-Employed,61,Single,PhD,22,16420763.0,Credit Card,9365.65,620.01,2018-02-08,2023-07-12,60-90 Days Late,75.0,46.0,True,614.0,1.0,1.0
12696998,1959-09-23,"75668 Terri Prairie Suite 860
New Jaredstad, OH 22812",1,68074.03,Self-Employed,61,Single,PhD,22,7310527.0,Credit Card,8491.88,619.95,2017-09-16,,60-90 Days Late,15.0,55.0,False,644.0,1.0,0.0
12696998,1959-09-23,"75668 Terri Prairie Suite 860
New Jaredstad, OH 22812",1,68074.03,Self-Employed,61,Single,PhD,22,6881392.0,Credit Card,15575.18,619.76,2020-10-13,2023-03-05,30-60 Days Late,156.0,13.0,True,509.0,1.0,1.0
12696998,1959-09-23,"75668 Terri Prairie Suite 860
New Jaredstad, OH 22812",1,68074.03,Self-Employed,61,Single,PhD,22,15550537.0,Credit Card,14068.49,619.97,2020-11-26,,30-60 Days Late,139.0,14.0,True,511.0,1.0,1.0
5706171,1976-03-06,"6350 Alexandra Causeway Apt. 990
Maryview, WI 79314",0,73456.17,Unemployed,90,Divorced,Bachelor,26,6232553.0,Credit Card,18073.29,4417.12,2021-09-14,2024-07-05,30-60 Days Late,62.0,34.0,False,494.0,1.0,1.0
686448,1960-01-18,"PSC 6358, Box 7201
APO AA 15195",3,20313.28,Unemployed,222,Married,PhD,39,12140278.0,Personal Loan,19288.55,4027.8,2018-07-19,,60-90 Days Late,191.0,29.0,True,544.0,2.0,1.0
686448,1960-01-18,"PSC 6358, Box 7201
APO AA 15195",3,20313.28,Unemployed,222,Married,PhD,39,3969339.0,Personal Loan,18665.89,4027.8,2018-06-15,2023-05-01,60-90 Days Late,258.0,18.0,True,582.0,2.0,1.0
686448,1960-01-18,"PSC 6358, Box 7201
APO AA 15195",3,20313.28,Unemployed,222,Married,PhD,39,11485807.0,Personal Loan,21305.82,4027.8,2018-06-15,2023-05-06,60-90 Days Late,267.0,25.0,True,511.0,2.0,1.0
1795625,1992-02-26,"2566 Harrison Fields
North Martinville, GU 54196",3,55345.04,Unemployed,123,Divorced,PhD,119,247661.0,Auto Loan,20005.39,3965.1,2023-08-12,,30-60 Days Late,46.0,24.0,False,662.0,0.0,0.0
1795625,1992-02-26,"2566 Harrison Fields
North Martinville, GU 54196",3,55345.04,Unemployed,123,Divorced,PhD,119,7543490.0,Credit Card,18537.32,3965.15,2022-12-08,2024-08-23,30-60 Days Late,38.0,17.0,True,601.0,0.0,0.0
1795625,1992-02-26,"2566 Harrison Fields
North Martinville, GU 54196",3,55345.04,Unemployed,123,Divorced,PhD,119,170327.0,Personal Loan,20313.48,3965.1,2022-05-29,2024-04-13,30-60 Days Late,35.0,16.0,False,571.0,0.0,0.0
4507015,2006-04-24,"5449 Crawford Hills
Joshuastad, UT 61930",1,46913.61,Unemployed,212,Divorced,High School,60,3337408.0,Personal Loan,6916.12,5730.07,2020-02-10,2022-03-12,60-90 Days Late,152.0,31.0,False,604.0,0.0,0.0
4507015,2006-04-24,"5449 Crawford Hills
Joshuastad, UT 61930",1,46913.61,Unemployed,212,Divorced,High School,60,14266331.0,Credit Card,10487.36,5730.04,2017-08-04,2021-11-01,60-90 Days Late,228.0,28.0,False,638.0,0.0,0.0
4507015,2006-04-24,"5449 Crawford Hills
Joshuastad, UT 61930",1,46913.61,Unemployed,212,Divorced,High School,60,308726.0,Personal Loan,5753.84,5730.03,2017-06-26,,60-90 Days Late,256.0,30.0,False,705.0,1.0,0.0
4507015,2006-04-24,"5449 Crawford Hills
Joshuastad, UT 61930",1,46913.61,Unemployed,212,Divorced,High School,60,3309084.0,Auto Loan,14795.6,5730.05,2018-07-09,,60-90 Days Late,134.0,21.0,True,597.0,0.0,1.0
631650,1973-07-06,"23958 Timothy Spur
South Sierra, AZ 90976",1,38096.56,Self-Employed,213,Single,PhD,68,12615779.0,Personal Loan,10344.83,3268.24,2019-05-19,2023-03-27,On Time,49.0,11.0,True,482.0,1.0,0.0
572883,1976-06-01,"700 Schmidt Trace
Adammouth, ND 29742",3,16866.57,Self-Employed,67,Married,Bachelor,162,1967477.0,Personal Loan,15824.05,4445.22,2021-09-17,2025-01-16,60-90 Days Late,104.0,41.0,False,567.0,2.0,1.0
2545542,1983-04-02,"USCGC Jacobs
FPO AE 85982",0,42648.14,Unemployed,112,Divorced,Master,98,2936259.0,Personal Loan,24380.84,7511.38,2016-10-06,2022-12-04,On Time,98.0,18.0,False,456.0,1.0,0.0
2545542,1983-04-02,"USCGC Jacobs
FPO AE 85982",0,42648.14,Unemployed,112,Divorced,Master,98,8441903.0,Credit Card,16318.29,7511.4,2017-01-21,2022-10-22,On Time,82.0,11.0,False,461.0,2.0,0.0
2545542,1983-04-02,"USCGC Jacobs
FPO AE 85982",0,42648.14,Unemployed,112,Divorced,Master,98,6055721.0,Personal Loan,12885.59,7511.36,2016-09-18,,On Time,78.0,10.0,False,528.0,2.0,0.0
7305229,2006-05-14,"7746 Gregory Dale Suite 684
New Jenniferbury, NC 31041",0,49288.67,Employed,201,Single,High School,14,12491551.0,Mortgage,17983.89,2546.18,2023-12-21,2023-04-03,60-90 Days Late,70.0,4.0,True,411.0,0.0,1.0
7305229,2006-05-14,"7746 Gregory Dale Suite 684
New Jenniferbury, NC 31041",0,49288.67,Employed,201,Single,High School,14,6889422.0,Credit Card,12680.84,2546.13,2023-11-10,2022-04-22,60-90 Days Late,70.0,13.0,True,598.0,0.0,1.0
12059340,1959-05-15,"USCGC Martinez
FPO AA 38303",0,34710.74,Employed,211,Married,PhD,161,,,,,,,,,,,,,
4664212,2002-08-28,"9760 Lindsey Mill
South Gavinbury, MD 46596",3,66896.83,Unemployed,75,Married,Master,154,6307902.0,Mortgage,11266.08,4126.44,2020-02-14,2024-11-08,On Time,125.0,45.0,False,789.0,2.0,0.0
4664212,2002-08-28,"9760 Lindsey Mill
South Gavinbury, MD 46596",3,66896.83,Unemployed,75,Married,Master,154,4908729.0,Mortgage,11412.15,4126.4,2020-06-08,,30-60 Days Late,228.0,42.0,False,688.0,2.0,0.0
5558481,1991-11-10,"06323 Grant Bridge Suite 900
Richardmouth, FL 30485",0,72954.66,Employed,89,Divorced,Master,126,,,,,,,,,,,,,
12159148,1980-09-20,"6723 Linda Valley Apt. 077
Jonesmouth, VI 89339",3,44700.94,Self-Employed,77,Divorced,High School,29,6484288.0,Credit Card,4933.25,4396.37,2018-07-11,2024-04-11,30-60 Days Late,75.0,46.0,True,300.0,0.0,0.0
12159148,1980-09-20,"6723 Linda Valley Apt. 077
Jonesmouth, VI 89339",3,44700.94,Self-Employed,77,Divorced,High School,29,11991065.0,Credit Card,4065.01,4396.31,2021-12-28,2023-07-24,30-60 Days Late,75.0,11.0,True,427.0,0.0,0.0
12159148,1980-09-20,"6723 Linda Valley Apt. 077
Jonesmouth, VI 89339",3,44700.94,Self-Employed,77,Divorced,High School,29,9204711.0,Personal Loan,3696.75,4396.39,2021-03-14,2023-01-07,30-60 Days Late,75.0,45.0,True,507.0,0.0,0.0
12159148,1980-09-20,"6723 Linda Valley Apt. 077
Jonesmouth, VI 89339",3,44700.94,Self-Employed,77,Divorced,High School,29,10723171.0,Auto Loan,8344.28,4396.29,2018-04-10,2024-02-09,30-60 Days Late,59.0,9.0,True,300.0,1.0,1.0
12159148,1980-09-20,"6723 Linda Valley Apt. 077
Jonesmouth, VI 89339",3,44700.94,Self-Employed,77,Divorced,High School,29,8646230.0,Credit Card,7810.42,4396.3,2020-10-05,,30-60 Days Late,61.0,9.0,True,300.0,0.0,0.0
3263873,1991-08-03,"66845 Johnson Common
East Lindahaven, AR 22087",2,54499.71,Self-Employed,227,Single,Bachelor,49,15873683.0,Personal Loan,15924.37,3486.29,2022-01-22,,30-60 Days Late,206.0,49.0,True,591.0,2.0,0.0
3263873,1991-08-03,"66845 Johnson Common
East Lindahaven, AR 22087",2,54499.71,Self-Employed,227,Single,Bachelor,49,9701785.0,Personal Loan,15923.46,3486.72,2020-11-01,2021-09-13,30-60 Days Late,234.0,48.0,True,558.0,2.0,0.0
3263873,1991-08-03,"66845 Johnson Common
East Lindahaven, AR 22087",2,54499.71,Self-Employed,227,Single,Bachelor,49,8220274.0,Personal Loan,15675.82,3488.65,2020-08-24,2021-09-30,30-60 Days Late,220.0,48.0,True,549.0,2.0,0.0
3263873,1991-08-03,"66845 Johnson Common
East Lindahaven, AR 22087",2,54499.71,Self-Employed,227,Single,Bachelor,49,11810039.0,Personal Loan,16246.9,3486.25,2020-10-02,,60-90 Days Late,228.0,49.0,True,640.0,2.0,0.0
